113.864691,22.942327,1
120.412618,36.382612,1
113.370643,22.938827,1
113.001181,23.120518,1
112.985037,23.15046,2
113.890205,22.798043,2
110.361899,20.026695,2
113.682288,34.618975,2
121.434529,31.215641,2
109.488707,18.309754,2
120.682502,28.011099,3
120.68556,30.912366,3
126.687123,45.787618,3
120.48506,30.053066,3
103.970724,30.397931,3
117.270073,37.96162,4
117.212164,31.831641,4
120.256218,31.882242,4
121.411101,31.059407,4
113.336586,33.729581,5
104.137953,30.784276,5
114.141516,23.159282,5
120.499683,30.042305,5
120.487242,32.180365,5
108.94686,34.362975,5
121.299895,31.105064,5
112.873295,22.920901,5
114.164329,22.644532,5
113.373916,23.086728,5
120.282954,30.196059,6
113.250159,23.075847,6
121.145445,31.193621,6
116.675933,39.986343,6
120.896422,31.472813,6
120.75997,31.734934,6
118.782607,32.00381,6
118.314741,32.26999,6
105.268729,23.732875,7
111.723311,34.771838,7
120.169746,33.357616,7
119.537126,26.200017,8
119.953287,37.165859,8
113.830123,23.00734,9
100.70191,25.408898,9
119.273795,26.060002,9
121.373427,31.188567,10
116.466752,39.951042,10
119.276396,33.761172,10
114.20716,22.777829,10
115.690291,25.098436,10
126.118338,45.11481,10
117.668326,30.683932,11
116.366324,39.781077,11
106.563101,29.583974,11
120.377998,31.578216,11
112.50952,37.899569,12
116.611935,23.66941,12
121.07145,31.10094,12
103.787344,30.940037,12
116.161048,31.977315,12
112.911223,23.164952,12
